time,ax,ay,az,aT
1.0240,0.6397,0.5420,-0.7192,1.105
1.0340,0.7001,0.4246,-0.4811,0.950
1.0450,0.7597,0.3444,-0.3083,0.889
1.0490,0.7815,0.2484,-0.3187,0.880
1.0700,0.6713,-0.0225,-0.3054,0.738
1.0710,0.4654,-0.3482,-0.2702,0.641
1.1200,0.1628,-0.6686,-0.3323,0.764
1.1210,-0.2485,-1.1170,-0.3684,1.202
1.1220,-0.5494,-2.0995,-0.4382,2.214
1.1220,-0.5989,-2.8059,-0.5968,2.930
1.1230,-0.2464,-2.5632,-0.6086,2.646
1.1240,-0.1371,-2.2263,-0.5551,2.299
1.1250,0.0602,-1.8347,-0.6563,1.950
1.1340,0.2896,-1.5438,-0.5338,1.659
1.1390,0.3218,-1.4654,-0.5813,1.609
1.1490,0.1032,-1.5570,-1.0744,1.895
1.1600,-0.2789,-1.2660,-1.7468,2.175
1.1650,-0.6081,-0.8339,-3.1852,3.348
1.1830,-1.3517,-1.1336,-5.7403,6.005
1.1860,-2.5416,-1.7662,-6.3759,7.087
1.2460,-2.8071,-1.4551,1.2712,3.408
1.2480,-0.2969,-0.8644,12.6303,12.663
1.2490,1.0151,-1.3637,6.8988,7.105
1.2510,1.4099,-1.2004,0.0093,1.852
1.2520,1.5077,-0.5417,-1.7214,2.352
1.2530,0.9174,-0.1507,-1.1277,1.461
1.2540,0.8320,0.3249,-0.6140,1.084
1.2550,0.9403,1.0095,-0.3153,1.415
1.2590,0.2554,1.4062,0.5866,1.545
1.2640,-0.0029,1.6297,1.0216,1.923
1.2750,0.4762,1.9455,0.4074,2.044
1.2850,0.1090,2.0828,0.0928,2.088
1.2900,0.4738,2.1593,-0.6873,2.315
1.3000,0.5433,2.1013,-1.0957,2.431
1.3180,0.6316,2.0995,-0.9777,2.401
1.3200,0.3558,1.9857,-0.2172,2.029
1.3650,1.7362,2.1317,-0.6612,2.828
1.3720,2.0810,2.1992,-0.2715,3.040
1.3730,1.4459,2.1074,0.4411,2.594
1.3730,0.1982,1.7048,0.5492,1.802
1.3740,-0.9608,1.1585,0.3238,1.540
1.3770,-0.5698,0.8214,-0.3710,1.066
1.3780,0.5963,0.7561,-0.3730,1.033
1.3810,1.5830,0.8346,0.0202,1.790
1.3930,1.3223,0.7330,0.4564,1.579
1.4000,0.4004,0.4135,0.2689,0.635
1.4070,-0.1719,0.1952,-0.2545,0.364
1.4150,0.3240,0.1879,-0.8647,0.942
1.4250,0.9696,0.3076,-0.7858,1.285
1.4300,0.5315,0.2971,-0.0519,0.611
1.4440,-0.0253,0.1398,0.2475,0.285
1.4500,0.5483,0.2300,-0.2377,0.640
1.4970,0.9652,0.4384,-0.2369,1.086
1.4970,0.7605,0.5114,0.1473,0.928
1.4980,0.4603,0.5110,0.2485,0.731
1.4980,0.1302,0.4591,0.1497,0.500
1.4990,-0.1459,0.4313,0.0286,0.456
1.5000,-0.2693,0.3910,-0.0511,0.477
1.5080,-0.3031,0.3089,-0.1585,0.461
1.5150,0.0425,0.2819,-0.5185,0.592
1.5250,0.0808,0.1770,-0.4765,0.515
1.5300,-0.3934,-0.0419,-0.0655,0.401
1.5400,-0.3714,-0.0756,-0.2464,0.452
1.5500,-0.2048,-0.0582,-0.4927,0.537
1.5570,-0.0788,-0.0477,-0.3542,0.366
1.5650,0.0768,-0.0201,-0.2754,0.287
1.5750,0.1388,-0.0549,-0.1265,0.196
1.5800,0.1787,-0.0496,-0.0576,0.194
1.5990,0.3416,0.0295,-0.2570,0.429
1.6100,0.3283,0.1519,-0.3102,0.477
1.6110,0.1605,0.2608,-0.2297,0.383
1.6550,0.3330,0.3747,-0.3115,0.590
1.6560,0.7710,0.4950,-0.5017,1.045
1.6570,0.8803,0.5701,-0.4567,1.144
1.6580,0.6524,0.5462,-0.4006,0.940
1.6580,0.1097,0.3434,-0.3166,0.480
1.6590,-0.1344,-0.0190,-0.3387,0.365
1.6650,-0.0080,-0.4298,-0.2121,0.479
1.6710,0.1004,-0.4619,-0.0429,0.475
1.6800,-0.0643,-0.3542,0.1910,0.408
1.6900,-0.3671,-0.3470,0.3561,0.618
1.6950,-0.6423,-0.3688,0.3835,0.834
1.7080,-0.8200,-0.4066,0.4571,1.023
1.7170,-0.8307,-0.4314,0.4998,1.061
1.7280,-0.7199,-0.4470,0.3379,0.912
1.7310,-0.5157,-0.4658,-0.0287,0.695
1.7680,-0.4569,-0.4955,-0.1490,0.690
1.7690,-0.4045,-0.4906,-0.1805,0.661
1.7690,-0.3327,-0.5431,-0.2402,0.681
1.7700,-0.3057,-0.6162,-0.1428,0.703
1.7710,-0.2905,-0.6477,0.2249,0.745
1.7810,-0.0035,-0.6026,0.5345,0.805
1.7910,0.9700,-0.3124,0.5638,1.165
1.7960,2.8240,0.3348,0.2225,2.853
1.8060,4.1181,0.9837,-0.2521,4.241
1.8160,3.1336,1.1001,-0.4386,3.350
1.8250,1.0377,0.8858,-0.3072,1.399
1.8310,-0.2218,0.7145,-0.1862,0.771
1.8410,-0.3719,0.7457,-0.1778,0.852
1.8460,-0.0039,0.9191,-0.1522,0.932
1.8620,0.1646,1.0777,0.0945,1.094
1.8710,0.1395,1.0416,0.2977,1.092
1.8720,0.1066,0.9947,0.3274,1.053
1.9480,0.1414,0.9920,0.2319,1.029
1.9490,0.3565,0.9774,0.0918,1.044
1.9510,0.6128,0.9866,-0.0086,1.161
1.9520,0.7077,1.0273,-0.0921,1.251
1.9530,0.6427,1.0156,-0.2190,1.222
1.9540,0.4876,0.8370,-0.4794,1.081
1.9550,0.3860,0.2234,-0.5603,0.716
1.9560,0.3224,-0.1926,-0.4238,0.566
1.9580,0.3277,-0.2019,-0.2844,0.479
1.9590,0.3094,-0.0479,-0.1782,0.360
1.9630,0.2283,0.0847,-0.1117,0.268
1.9720,0.2313,0.1443,-0.0599,0.279
1.9810,0.1593,0.1365,0.0094,0.210
1.9900,0.1756,0.1441,0.0026,0.227
1.9960,0.2260,0.1451,0.0250,0.270
2.0060,0.2230,0.1757,0.0148,0.284
2.0110,0.2528,0.1648,-0.0095,0.302
2.0410,0.2334,0.1187,-0.0165,0.262
2.0440,0.1934,0.0392,-0.0548,0.205
2.0460,0.0814,-0.0385,-0.0441,0.100
2.0470,0.0037,-0.0930,-0.0331,0.099
2.1100,-0.0860,-0.0303,-0.0531,0.105
2.1110,-0.1434,0.0883,-0.0903,0.191
2.1120,-0.0815,0.1178,-0.0829,0.166
2.1140,-0.0338,0.1345,-0.0541,0.149
2.1150,0.0045,0.1657,-0.0466,0.172
2.1160,0.0684,0.1698,-0.0861,0.202
2.1170,0.0930,0.1416,-0.0888,0.191
2.1180,0.1040,0.0949,-0.0956,0.170
2.1240,0.0862,0.0504,-0.1135,0.151
2.1310,0.1027,0.0225,-0.1008,0.146
2.1510,0.0878,0.0060,-0.1122,0.143
2.1530,0.1047,-0.0429,-0.1084,0.157
2.2240,0.0165,-0.0319,0.0353,0.050
2.2700,-0.0393,0.0812,0.0561,0.106
2.2720,-0.0448,0.3445,-0.0080,0.347
2.2730,-0.0885,0.4480,-0.0695,0.462
2.2740,-0.1104,0.2925,-0.1012,0.329
2.2750,-0.1069,0.1384,-0.0963,0.200
2.2770,-0.1400,0.0687,-0.1492,0.216
2.2780,0.0248,0.0244,-0.2263,0.229
2.2800,0.0593,-0.0528,-0.2653,0.277
2.2810,0.2069,-0.1114,-0.2656,0.355
2.2820,0.2556,-0.1536,-0.2371,0.381
2.2840,0.2461,-0.1247,-0.2622,0.381
2.2850,0.1387,-0.1228,-0.3138,0.364
2.2870,0.0228,0.0435,-0.2552,0.260
2.2890,-0.0120,0.2020,-0.2660,0.334
2.2900,-0.0315,0.2354,-0.2350,0.334
2.2910,-0.0421,0.2069,-0.1662,0.269
2.2970,0.0516,0.2219,-0.1202,0.258
2.3020,0.2125,0.2078,0.0513,0.302
2.3120,0.0394,0.1385,0.0763,0.163
2.3340,0.2449,0.1999,-0.0420,0.319
2.3350,0.2843,0.1567,-0.0392,0.327
2.4050,0.3006,0.0454,-0.0514,0.308
2.4060,0.2920,-0.0701,-0.0689,0.308
2.4080,0.3330,-0.0870,-0.0730,0.352
2.4090,0.2551,-0.0650,-0.0830,0.276
2.4110,0.1562,-0.0259,-0.1284,0.204
2.4120,0.0853,-0.0023,-0.2187,0.235
2.4140,0.0834,0.0154,-0.3031,0.315
2.4150,0.1019,0.0647,-0.3163,0.339
2.4160,0.1832,0.0842,-0.1680,0.262
2.4170,0.1962,0.0404,0.0625,0.210
2.4230,0.2469,0.1178,0.1729,0.324
2.4270,0.2480,0.2065,0.1912,0.375
2.4550,0.2817,0.1902,0.2308,0.411
2.4570,0.2920,0.1334,0.2275,0.393
2.4580,0.2218,0.0432,0.1881,0.294
2.4620,0.2173,-0.0555,0.0532,0.231
2.4690,0.1556,-0.0521,-0.0895,0.187
2.5190,0.0627,0.0115,-0.2592,0.267
2.5210,0.0234,0.0835,-0.3356,0.347
2.5220,0.0308,0.0848,-0.2564,0.272
2.5230,0.0685,0.0123,-0.1363,0.153
2.5270,0.1483,0.0764,-0.0478,0.174
2.5280,0.2138,0.1497,0.0244,0.262
2.5300,0.2879,0.1281,0.0010,0.315
2.5410,0.3671,-0.2366,0.0801,0.444
2.5440,0.4333,-0.2265,0.1293,0.506
2.5550,0.4435,-0.0337,0.0615,0.449
2.5630,0.4062,0.1421,-0.0596,0.434
2.5680,0.3417,0.3401,-0.2141,0.528
2.5930,0.2583,0.2642,-0.3281,0.494
2.5940,0.1201,0.0044,-0.3213,0.343
2.5980,0.0800,-0.0616,-0.3092,0.325
2.6480,0.1217,-0.0274,-0.2991,0.324
2.6490,0.1888,-0.0215,-0.2596,0.322
2.6500,0.2261,0.0522,-0.1926,0.302
2.6510,0.2396,0.1404,-0.0670,0.286
2.6530,0.2024,0.1872,0.0830,0.288
2.6540,0.2120,0.2310,0.1798,0.361
2.6550,0.2026,0.1903,0.1239,0.304
2.6650,0.1464,0.1185,-0.0141,0.189
2.6690,0.0549,-0.0225,-0.1225,0.136
2.6850,0.0256,0.1458,-0.0464,0.155
2.7500,0.0508,0.1447,-0.1040,0.185
2.7520,-0.1002,-0.1093,0.0039,0.148
2.7530,-0.1179,-0.1956,-0.0368,0.231
2.7540,-0.1732,-0.1285,-0.1094,0.242
2.7550,-0.1727,-0.0333,-0.0757,0.192
2.7560,-0.1585,0.0719,-0.0446,0.180
2.7570,-0.1436,0.1214,0.0344,0.191
2.7580,-0.1552,0.1473,0.0712,0.225
2.7590,-0.1007,0.1986,0.0228,0.224
2.7610,-0.0140,0.1560,0.0326,0.160
2.7730,0.0260,0.0266,0.0882,0.096
2.7780,0.0377,-0.0915,0.1519,0.181
2.7830,0.0153,-0.1785,0.2336,0.294
2.7940,-0.0727,-0.1762,0.2224,0.293
2.8110,-0.1554,-0.1025,0.1168,0.220
2.8120,-0.1893,-0.0132,0.0347,0.193
2.8180,-0.2047,0.0629,0.0449,0.219
2.8590,-0.1750,0.1113,0.0434,0.212
2.8610,-0.1499,0.1208,0.0501,0.199
2.8630,-0.1564,0.0961,0.0397,0.188
2.8650,-0.1461,0.0694,0.0665,0.175
2.8680,-0.1155,0.0395,0.1069,0.162
2.8720,-0.1050,0.0069,0.1256,0.164
2.8780,-0.0820,0.0169,0.1004,0.131
2.8830,-0.0800,0.0606,0.0973,0.140
2.8940,-0.0900,0.0617,0.1763,0.207
2.9050,-0.1829,-0.0001,0.2240,0.289
2.9080,-0.2428,-0.0236,0.1447,0.284
2.9180,-0.2849,-0.0037,0.0582,0.291
2.9280,-0.3765,0.0180,0.0772,0.385
2.9330,-0.4186,-0.0769,0.2858,0.513
2.9540,-0.2920,-0.3418,0.3513,0.571
2.9550,-0.0504,-0.0874,0.7809,0.787
2.9600,0.0513,0.3509,0.8174,0.891
2.9680,-0.9375,0.2643,0.3121,1.023
3.0200,-1.4019,-0.1408,-1.3455,1.948
3.0200,-1.0511,-0.4460,-3.2156,3.412
3.0270,0.1306,-0.8974,-3.6987,3.808
3.0270,1.4958,-1.1029,-2.1643,2.853
3.0280,1.8607,-0.8653,0.2473,2.067
3.0290,1.4983,-0.2305,1.6607,2.249
3.0290,0.9577,0.6380,1.6294,1.995
3.0340,0.6467,1.3807,0.7597,1.703
3.0430,0.3857,1.3868,0.1336,1.446
3.0490,0.2149,0.6997,0.1543,0.748
3.0590,0.4192,0.2290,0.1822,0.511
3.0690,0.5555,0.0685,0.0256,0.560
