time,ax,ay,az,aT
0.0050,0.2057,0.1165,-0.3237,0.401
0.0060,0.5547,-0.2210,-0.9114,1.090
0.0160,0.3717,-0.3944,-1.0321,1.166
0.0290,0.1206,-0.2851,-0.7756,0.835
0.0360,0.0707,0.0157,-0.7749,0.778
0.0450,0.0293,0.3089,-0.8076,0.865
0.0550,0.0891,0.4939,-0.5637,0.755
0.0670,-0.2100,0.5649,-0.3789,0.712
0.0780,-0.5466,0.5025,-0.1876,0.766
0.0850,-0.6770,1.0269,-0.8413,1.490
0.1030,-0.1640,0.7638,0.5469,0.954
0.1050,-1.3012,0.3036,0.6983,1.508
0.1150,-1.1482,-0.0917,0.3083,1.192
0.1240,-1.0190,0.1657,-0.5961,1.192
0.1360,-0.5247,0.2061,-1.2688,1.388
0.1460,0.1314,0.7137,-1.5438,1.706
0.1550,0.2498,0.8508,-1.3016,1.575
0.1650,0.1193,1.0863,-1.3076,1.704
0.1880,-0.1701,1.0685,-1.2613,1.662
0.1890,-0.1328,0.8363,-0.6765,1.084
0.1960,-0.2815,0.8634,0.0126,0.908
0.2060,-0.5517,1.0593,0.3542,1.246
0.2160,0.4475,1.0825,0.2025,1.189
0.2240,-1.5784,0.7383,0.1664,1.750
0.2360,-0.4143,0.4283,0.2552,0.648
0.2460,-1.2179,0.3534,-0.1842,1.281
0.2560,-0.5006,0.3677,-0.2086,0.655
0.2660,-0.1322,0.3200,0.0622,0.352
0.2760,0.0903,0.1970,0.3847,0.442
0.2890,0.0278,0.1564,0.3342,0.370
0.3110,0.0595,0.4105,0.1793,0.452
0.3140,-0.0898,0.6952,-0.4210,0.818
0.3150,0.1686,0.8379,-0.6102,1.050
0.3260,0.3164,0.6489,-0.0809,0.726
0.3460,0.5364,0.2658,0.4873,0.772
0.3470,-0.5490,0.0521,1.3512,1.459
0.3560,-1.1321,-0.8501,1.9757,2.431
0.3790,-0.8212,-2.0950,2.0946,3.074
0.3800,0.0734,-2.9651,2.2020,3.694
0.3870,-0.0028,-3.0370,1.8160,3.539
0.4020,0.3780,-2.9275,1.4244,3.277
0.4050,0.3633,-2.5564,1.0117,2.773
0.4150,-0.1588,-2.0678,0.6565,2.175
0.4240,-0.0548,-1.6104,0.7566,1.780
0.4360,0.2140,-1.4004,1.0572,1.768
0.4490,-0.4917,-1.3743,1.1924,1.885
0.4560,0.0633,-1.4017,1.2371,1.871
0.4660,-0.4728,-1.4431,0.6094,1.636
0.4750,0.0751,-1.3571,0.4779,1.441
0.4860,0.5354,-1.1153,-0.3842,1.295
0.5050,0.1656,-0.7672,-0.7460,1.083
0.5150,0.2831,-0.6367,-0.6935,0.983
0.5160,0.6380,-0.7540,0.1756,1.003
0.5240,-0.9517,-0.2736,1.7768,2.034
0.5360,-0.5688,0.3542,1.5749,1.711
0.5480,-0.2763,0.5468,0.9098,1.097
0.5550,-0.3776,0.3545,0.7303,0.895
0.5660,-0.4631,0.5877,0.9016,1.172
0.5760,-0.1479,-0.8040,-0.4981,0.957
0.5990,0.0796,-0.5611,-0.7310,0.925
0.6000,-0.3225,0.3193,-0.2218,0.505
0.6050,0.8829,0.9445,-0.4348,1.364
0.6200,0.2466,2.6220,-1.8560,3.222
0.6260,0.4742,2.6954,-2.5675,3.753
0.6370,-0.8838,1.9878,-1.6620,2.738
0.6450,0.4291,0.7721,-1.0644,1.383
0.6650,-0.6780,0.2309,-0.0150,0.716
0.6670,0.2913,-0.8866,-0.0138,0.933
0.6760,-1.1242,-1.1851,-0.7254,1.787
0.6860,0.4455,-0.8196,-0.4137,1.020
0.7150,1.5587,0.0420,-0.9522,1.827
0.7160,0.3973,0.2940,-1.2788,1.371
0.7200,1.8548,-0.6251,-1.5531,2.499
0.7250,1.0680,-1.7661,-2.9041,3.563
0.7360,0.5717,-2.4816,-1.7501,3.090
0.7550,-0.6845,-2.5257,-1.1643,2.864
0.7570,-0.7247,-1.3215,-2.2543,2.712
0.7670,-0.7275,-0.2965,-2.8917,2.997
0.7750,-1.1855,0.1102,-2.4000,2.679
0.7880,-1.4925,0.1865,-2.4355,2.863
0.7960,-1.4816,0.0948,-2.2063,2.659
0.8060,-0.9106,-0.3199,-1.8151,2.056
0.8180,-0.3724,-0.3353,-1.7329,1.804
0.8250,-0.3118,-0.4537,-1.8519,1.932
0.8370,-0.4140,-0.8439,-2.2330,2.423
0.8450,-0.6484,-1.2227,-2.7382,3.068
0.8570,-1.5718,-0.7762,-3.5776,3.984
0.8830,-2.3056,-0.1864,-3.9068,4.540
0.8850,-2.8352,0.1446,-3.8759,4.804
0.8870,-2.9831,0.0008,-3.3479,4.484
0.8960,-2.7356,-0.3687,-2.6035,3.794
0.9050,-2.0787,-0.7495,-1.9871,2.972
0.9180,-0.9574,-1.3713,-1.8610,2.502
0.9270,0.2127,-1.5225,-2.0062,2.527
0.9360,0.7354,-1.3085,-2.0064,2.506
0.9440,0.9983,-1.5072,-1.7225,2.497
0.9550,1.4501,-1.6951,-1.3354,2.600
0.9710,0.9523,-1.9848,-0.1689,2.208
0.9750,-0.2000,-2.3282,1.5593,2.809
0.9930,-1.3332,-2.1809,2.4489,3.540
1.0210,-1.7312,-1.6805,2.7369,3.649
1.0230,-0.8116,-1.7287,2.9225,3.491
1.0270,0.6569,-2.2065,2.6988,3.547
1.0280,1.9110,-2.0879,2.7927,3.976
1.0410,2.3352,-1.7066,3.1517,4.278
1.0490,2.4439,-1.8578,3.8385,4.915
1.0550,2.2205,-2.1477,3.5577,4.712
1.0660,2.0338,-2.4237,2.8666,4.269
1.0750,2.0975,-2.2621,1.9011,3.624
1.0870,3.7312,-2.3621,1.3010,4.604
