time,ax,ay,az,aT
7.3230,-0.1967,-2.6426,-0.6076,2.719
7.3320,-0.1502,-2.0360,-1.4134,2.483
7.3400,-0.0773,-1.0488,-2.2934,2.523
7.3490,-0.1554,-0.2265,-2.9178,2.931
7.3560,0.7274,0.4922,-3.4363,3.547
7.3660,0.6671,0.5966,-3.4038,3.519
7.3740,0.8972,0.3272,-3.1557,3.297
7.3820,0.4928,-0.0517,-2.7298,2.774
7.3900,0.0804,0.0150,-2.1681,2.170
7.3990,-0.0650,0.3171,-1.1847,1.228
7.4070,0.1192,0.7322,0.1166,0.751
7.4150,0.4645,1.2660,0.9611,1.656
7.4260,0.3893,1.4120,1.0560,1.806
7.4320,0.4230,1.6554,2.4791,3.011
7.4450,-0.3714,1.1927,3.7610,3.963
7.4500,-1.4002,0.8300,5.1602,5.411
7.4590,-1.3748,0.2445,6.3433,6.495
7.4660,-1.6860,0.6655,-4.1749,4.551
7.4740,0.5015,-0.3837,1.3357,1.477
7.4830,0.4978,-0.3462,1.2990,1.434
7.4930,1.2427,0.7443,3.7789,4.047
7.5000,0.9113,1.3356,4.4558,4.740
7.5110,1.1680,0.4656,4.8866,5.046
7.5170,0.6215,0.0615,2.0324,2.126
7.5250,0.0517,0.5196,2.4539,2.509
7.5330,-0.7918,0.2303,1.9609,2.127
7.5420,-0.8060,0.3177,1.9325,2.118
7.5500,0.0049,0.1297,1.4844,1.490
7.5580,1.1491,-0.2382,-1.2542,1.718
7.5670,1.5805,0.6980,-2.6002,3.122
7.5750,2.0391,0.3877,-2.2950,3.094
7.5830,2.6462,-0.1805,-1.8492,3.233
7.5920,2.6024,-0.1307,-1.6991,3.111
7.6060,2.0304,-0.3308,-1.5178,2.556
7.6080,1.5399,-0.3069,-1.6259,2.260
7.6180,1.0152,-0.3356,-1.7888,2.084
7.6250,0.3996,-0.0033,-2.2105,2.246
7.6420,-0.0513,0.5013,-2.0453,2.106
7.6430,-0.2209,0.5932,-1.7316,1.844
7.6510,-0.2277,0.5864,-1.5058,1.632
7.6590,-0.1104,0.9243,-0.7682,1.207
7.6680,-0.3585,1.1105,-0.2391,1.191
7.6760,-0.5206,1.9234,0.8116,2.151
7.6840,-0.7926,2.9116,1.4803,3.361
7.6930,-1.5657,3.4660,1.9194,4.260
7.7010,-2.3313,3.8622,2.6067,5.210
7.7090,-2.2901,3.7439,2.7261,5.167
7.7180,-2.6606,4.0966,3.4207,5.963
7.7260,-2.8178,4.3147,3.9798,6.511
7.7350,-2.3906,4.2413,4.2279,6.448
7.7430,-1.9870,4.0286,3.8819,5.937
7.7520,-3.5421,2.0515,3.3530,5.291
7.7680,0.5294,1.3289,3.0011,3.325
7.7750,0.4884,1.4137,2.8297,3.201
7.7760,3.2994,2.3767,4.1115,5.783
7.7850,4.3736,2.5723,3.5244,6.178
7.7950,3.3944,3.2658,2.6942,5.426
7.8010,2.5134,4.1051,2.0861,5.246
7.8110,1.5939,4.1376,1.7931,4.783
7.8180,1.6809,3.8994,1.9051,4.654
7.8270,-0.8421,3.4458,1.5166,3.858
7.8350,-2.9747,2.6907,0.8110,4.092
7.8430,-4.0972,1.9318,0.0960,4.531
7.8520,-3.9452,0.8037,-0.1563,4.029
7.8600,-2.9144,-0.5553,-0.2469,2.977
7.8680,-1.8828,-1.6439,-0.7259,2.603
7.8770,-1.8140,-1.7793,-0.8533,2.680
7.8860,-1.2309,-2.7180,-1.2883,3.250
7.8940,0.5736,-3.0735,-2.0231,3.724
7.9020,1.0991,-4.3647,-2.6759,5.236
7.9110,1.1726,-5.4375,-2.2875,6.014
7.9240,1.3545,-6.0047,-2.3119,6.575
7.9270,1.7365,-6.3722,-1.8550,6.860
7.9390,1.8646,-6.5370,-1.8912,7.056
7.9440,2.4584,-6.8654,-1.1085,7.376
7.9590,2.9892,-6.8697,-0.5082,7.509
7.9650,3.4536,-6.6843,-0.3215,7.531
7.9700,3.6700,-5.9322,-0.3995,6.987
7.9780,3.8950,-4.8139,-0.0247,6.192
