time,ax,ay,az,aT
0.0100,-0.2061,0.0142,-0.0424,0.211
0.0110,-0.1269,0.0103,-0.0359,0.132
0.0480,-0.0955,-0.0178,-0.0380,0.104
0.0490,-0.0641,-0.0529,-0.0589,0.102
0.0510,0.0138,-0.0388,-0.1168,0.124
0.0520,-0.0139,-0.0242,-0.1434,0.146
0.1520,-0.0645,-0.0230,-0.1190,0.137
0.1530,-0.0569,-0.0418,-0.0821,0.108
0.1550,0.0684,-0.0709,-0.0838,0.129
0.1560,0.0049,-0.0948,-0.0193,0.097
0.1580,0.0253,-0.0328,-0.0702,0.082
0.1590,-0.0578,-0.0073,-0.0475,0.075
0.1600,-0.1007,0.0686,-0.0342,0.127
0.1610,-0.1379,0.1120,-0.0547,0.186
0.1620,-0.1185,0.1109,-0.0487,0.169
0.1640,-0.0387,0.0534,-0.0334,0.074
0.1650,0.1287,0.0429,-0.0096,0.136
0.1670,0.0824,-0.0052,0.0383,0.091
0.1680,0.0003,-0.0211,0.0016,0.021
0.1690,-0.0961,-0.0773,-0.0156,0.124
0.1710,-0.1582,-0.1060,0.0360,0.194
0.2060,-0.0749,-0.1205,0.0195,0.143
0.2080,-0.1178,-0.1238,-0.1002,0.198
0.2110,-0.1587,-0.0738,-0.1192,0.212
0.2190,0.0497,-0.0032,-0.0956,0.108
0.2200,0.1027,0.0371,-0.0185,0.111
0.2230,0.0765,0.0082,0.0115,0.078
0.2920,0.0253,0.0598,0.0461,0.080
0.2930,-0.1017,0.0437,0.0386,0.117
0.2950,-0.1907,0.0988,0.0260,0.216
0.2960,-0.1925,0.0579,-0.0463,0.206
0.2980,-0.2376,0.0003,0.0414,0.241
0.2990,-0.1662,0.0172,0.2631,0.312
0.3000,0.0429,-0.1060,0.1804,0.214
0.3020,-0.0077,-0.2022,0.1127,0.232
0.3030,-0.0340,-0.2184,0.0013,0.221
0.3040,-0.0288,-0.2974,-0.1122,0.319
0.3280,-0.0363,-0.3203,-0.1356,0.350
0.3290,-0.0540,-0.3211,-0.0569,0.331
0.3300,-0.0337,-0.3398,0.0795,0.351
0.3720,-0.0753,-0.4063,0.1974,0.458
0.3730,-0.0380,-0.4024,0.2759,0.489
0.3740,-0.0206,-0.6221,0.2722,0.679
0.3750,0.0896,-0.8316,0.2315,0.868
0.3760,0.1763,-1.1205,0.1528,1.145
0.3770,0.2901,-1.4338,0.2393,1.482
0.3970,0.4069,-1.6293,0.1006,1.682
0.3980,0.6519,-1.4366,-0.2502,1.597
0.4430,0.7074,-1.0899,-0.4788,1.385
0.4450,0.6247,-0.8312,-0.4993,1.153
0.4460,0.5949,-0.6556,-0.5538,1.044
0.4470,0.1989,-0.4219,-0.4298,0.634
0.4480,-0.1225,-0.1200,-0.1559,0.232
0.4490,-0.3039,0.0759,0.0829,0.324
0.4500,-0.4113,-0.0613,0.1698,0.449
