time,ax,ay,az,aT
0.0040,-0.0141,-0.0507,-0.0969,0.110
0.0120,-0.0947,0.0064,-0.1360,0.166
0.0200,-0.1878,0.0626,-0.1620,0.256
0.0230,-0.2356,0.0764,-0.1614,0.296
0.0330,-0.2360,0.0717,-0.1151,0.272
0.0430,-0.1922,0.0412,-0.0545,0.204
0.0480,-0.1326,-0.0039,-0.0032,0.133
0.0710,-0.0576,-0.0622,0.0125,0.086
0.0710,0.0253,-0.1093,-0.0364,0.118
0.0730,0.0981,-0.1204,-0.0780,0.174
0.0850,0.1864,-0.1052,-0.0831,0.230
0.1330,0.1711,-0.0724,-0.0807,0.203
0.1340,0.1053,-0.0205,-0.1015,0.148
0.1350,-0.0238,0.0448,-0.0735,0.089
0.1360,-0.1501,0.0808,-0.0463,0.177
0.1370,-0.2254,0.0692,-0.0079,0.236
0.1380,-0.3053,0.0391,-0.0363,0.310
0.1430,-0.2574,0.0257,-0.0663,0.267
0.1480,-0.2209,-0.0020,-0.0694,0.232
0.1590,-0.1203,-0.0063,-0.0759,0.142
0.1690,-0.0147,0.0008,-0.0443,0.047
0.1790,0.0961,0.0087,-0.0343,0.102
0.1830,0.1899,0.0077,-0.0643,0.201
0.1940,0.1346,0.0046,-0.0670,0.150
0.1980,0.0574,-0.0182,-0.0390,0.072
0.2190,-0.0390,-0.0426,-0.0143,0.059
0.2210,-0.1664,-0.0434,0.0161,0.173
0.2230,-0.3282,-0.0557,0.0027,0.333
0.2350,-0.2875,-0.0030,-0.0894,0.301
0.2390,-0.2894,0.0140,-0.0497,0.294
0.2630,-0.2242,-0.0247,-0.0411,0.229
0.2640,-0.0988,-0.0454,-0.0556,0.122
0.2650,0.0480,-0.0560,-0.0359,0.082
0.2750,0.1710,-0.0584,-0.0695,0.194
0.2850,0.1531,-0.0258,-0.1364,0.207
0.2890,0.1772,0.0177,-0.2047,0.271
0.2990,0.0592,0.0517,-0.2628,0.274
0.3120,-0.1716,-0.0066,-0.4218,0.455
0.3140,-0.3515,-0.1335,-0.5971,0.706
0.3260,-0.4762,-0.2118,-0.8348,0.984
0.3340,-0.1927,-0.1435,-0.1352,0.276
0.3400,-0.0617,-0.1634,0.5292,0.557
0.3490,-0.3394,-0.3708,0.7583,0.910
0.3700,-0.5115,-0.4469,0.5685,0.886
0.3740,-0.2279,-0.1346,0.4678,0.537
0.3750,-0.2947,-0.0821,0.2784,0.414
0.4180,-0.3686,-0.1637,0.0561,0.407
0.4200,-0.5347,-0.2024,-0.0827,0.578
0.4210,-0.7886,-0.2742,-0.2369,0.868
0.4230,-0.7893,-0.2400,-0.1208,0.834
0.4250,-0.8517,-0.1327,0.2270,0.891
0.4260,-0.7647,-0.0361,0.3003,0.822
0.4350,-0.7599,-0.0363,0.3080,0.821
0.4410,-0.6461,-0.0783,0.1973,0.680
0.4510,-0.3059,-0.1303,-0.0420,0.335
0.4570,0.1748,-0.0786,-0.1945,0.273
0.4640,0.8581,0.0477,-0.1996,0.882
0.4890,1.5681,0.2244,-0.1963,1.596
0.4910,1.7512,0.3284,-0.1389,1.787
0.4920,1.3137,0.2290,0.0019,1.334
0.5440,1.1297,0.1638,0.1035,1.146
0.5450,1.1590,0.2286,0.1525,1.191
0.5460,0.9008,-0.0214,0.0496,0.902
0.5470,0.4786,-0.7115,-0.0823,0.861
0.5480,-0.6958,-1.3031,-0.1862,1.489
0.5500,-1.5477,-1.4070,0.0575,2.093
0.5510,-1.5673,-1.3143,0.1234,2.049
0.5550,-1.8659,-1.2457,-0.0995,2.246
0.5650,-1.8725,-0.9397,-0.1723,2.102
0.5760,-1.2377,-0.4017,-0.0663,1.303
0.5800,-0.3140,0.1401,0.0179,0.344
0.5940,0.7585,0.5537,0.0222,0.939
0.6000,1.5237,0.7135,0.1326,1.688
0.6050,1.4242,0.4632,0.2981,1.527
0.6150,0.2073,-0.3734,0.2649,0.503
0.6430,-0.5298,-1.1484,0.4122,1.330
0.6450,-0.6764,-1.4466,0.4894,1.670
0.6460,-0.6689,-1.4291,0.2875,1.604
0.6500,-0.5177,-1.2084,-0.0489,1.316
0.6550,-0.2605,-0.8603,-0.2619,0.936
0.6750,-0.0060,-0.5323,-0.4755,0.714
0.6760,0.2531,-0.2749,-0.7518,0.840
0.6810,0.4257,0.0204,-0.7485,0.861
0.6900,0.2685,0.2094,-0.5127,0.615
0.7010,0.2494,0.0178,-0.2279,0.338
0.7050,0.5203,-0.3801,0.2149,0.679
0.7230,0.5049,-0.4140,0.5714,0.868
0.7240,0.8390,-0.3341,0.4416,1.005
0.7360,1.0967,-0.6530,0.1211,1.282
0.7400,1.2013,-0.8484,-0.1096,1.475
0.7740,1.4268,-0.9589,-0.4297,1.772
0.7780,0.0418,-1.0648,-0.4103,1.142
0.7810,-0.7489,-1.2904,-0.7852,1.686
0.7830,-0.0812,-1.2275,-0.3062,1.268
0.7840,0.4506,-0.8609,0.4618,1.076
0.7910,0.8935,-0.7961,0.7552,1.415
0.8030,0.9324,-0.6544,0.6991,1.337
0.8050,-0.0775,-0.4776,0.4889,0.688
0.8200,-0.2801,-0.1001,0.3393,0.451
0.8230,0.8425,0.5926,-0.2462,1.059
0.8750,1.5392,1.3268,-1.2392,2.380
0.8760,1.5267,1.8812,-1.3616,2.779
0.8780,1.5446,1.9645,-0.4600,2.541
0.8790,1.0214,1.5818,0.6165,1.981
0.8800,0.8851,1.2544,1.2740,1.995
0.8820,0.7675,0.9252,1.8027,2.167
0.8830,0.8216,1.0465,1.3590,1.902
0.8970,0.5384,1.1617,0.3549,1.329
0.8980,-0.0763,0.5712,-0.2386,0.624
0.9050,-0.1243,0.1307,-0.4923,0.524
0.9160,-0.4223,-0.5206,-0.3611,0.761
0.9210,-0.3362,-0.3108,-0.8973,1.007
0.9380,-0.2307,0.1756,-1.0526,1.092
0.9400,-0.1955,0.5631,-0.7644,0.969
0.9470,-0.0969,0.5781,-0.1956,0.618
0.9550,-0.2473,0.3825,0.0759,0.462
0.9610,-0.7307,-0.2244,0.3776,0.853
0.9710,-0.5509,-0.4320,0.4365,0.825
0.9810,-0.4636,-0.1253,0.0198,0.481
0.9860,-0.3760,0.1201,-0.6551,0.765
1.0080,-0.2892,0.4757,-0.8165,0.988
1.0090,-0.5225,0.6780,-0.5135,0.998
1.0120,-0.7210,0.6930,-0.2642,1.034
1.0210,-0.6793,0.8309,-0.0136,1.073
1.0310,-0.6601,0.9755,0.1095,1.183
1.0360,-0.6950,1.1465,0.3298,1.381
1.0490,-0.8084,1.0291,0.5205,1.408
1.0560,-0.8827,0.5010,0.4505,1.110
1.0750,-0.6357,-0.2138,0.2533,0.717
1.0760,-0.3548,-0.7552,-0.0573,0.836
1.0810,-0.0235,-0.7789,-0.4188,0.885
1.0860,0.2096,-0.4916,-0.6071,0.809
1.0970,0.2013,-0.1478,-0.5755,0.627
1.1100,0.1411,0.1640,-0.3869,0.443
1.1110,0.0819,0.5017,-0.2080,0.549
1.1210,0.0391,0.6860,-0.0151,0.687
1.1310,-0.0473,0.3669,0.3268,0.494
1.1390,-0.0739,-0.2018,0.4415,0.491
1.1460,-0.0537,-0.6176,0.3916,0.733
1.1560,-0.0829,-0.9110,0.1754,0.931
1.1690,-0.0441,-0.9736,-0.1233,0.982
1.1740,0.0027,-0.6561,-0.3471,0.742
1.2050,0.1367,-0.1970,-0.3938,0.461
1.2060,0.2435,0.2588,-0.1850,0.401
1.2070,0.0899,0.4431,0.2050,0.496
1.2080,-0.2476,0.4800,0.2768,0.607
1.2110,-0.3501,0.5778,0.2033,0.706
1.2220,-0.3702,0.4824,0.1759,0.633
1.2270,-0.3431,0.2498,0.0202,0.425
1.2370,-0.2189,0.0520,-0.2176,0.313
1.2470,-0.1472,-0.1254,-0.5628,0.595
1.2520,-0.1550,-0.1731,-0.9723,1.000
1.2630,-0.0969,-0.0993,-0.8062,0.818
1.2720,-0.0585,0.0225,-0.3386,0.344
