time,ax,ay,az,aT
1.8790,-0.8726,0.2615,-1.2852,1.575
1.8880,-0.8113,0.0205,-1.0952,1.363
1.8950,-0.6211,-0.4065,-0.3032,0.802
1.9030,-0.2543,-0.7661,0.3859,0.895
1.9120,0.5411,-0.5757,1.2695,1.495
1.9210,0.6862,-0.4521,1.4316,1.651
1.9290,0.4037,-0.1253,0.8753,0.972
1.9380,0.3980,-0.0891,0.8564,0.949
1.9460,0.4912,0.2651,0.4141,0.695
1.9540,0.1908,0.4720,0.1533,0.532
1.9690,0.0997,0.3547,-0.0041,0.369
1.9730,0.4133,0.0536,0.4494,0.613
1.9810,1.0909,-0.1393,1.4743,1.839
1.9880,1.7319,-0.1873,1.8769,2.561
2.0000,1.6629,-0.2397,1.8996,2.536
2.0050,1.1449,0.1767,1.4150,1.829
2.0130,0.0663,0.7198,0.3617,0.808
2.0210,-0.4694,1.1326,-0.8359,1.484
2.0320,-0.5866,1.6631,-1.2257,2.148
2.0380,-0.5910,1.3147,-0.6657,1.588
2.0470,-0.6627,1.2381,-0.6155,1.533
2.0550,-0.4150,0.9121,0.3801,1.072
2.0630,-0.8870,0.5156,1.0959,1.501
2.0710,-1.3565,0.4707,0.9112,1.701
2.0800,-1.7464,0.7493,0.2246,1.914
2.0890,-1.3624,0.9074,-0.1266,1.642
2.0980,-0.3390,0.6440,-0.1905,0.752
2.1050,-0.3710,0.6095,-0.1647,0.732
2.1140,0.3122,0.5038,-0.0635,0.596
2.1260,0.2771,0.4136,-0.0358,0.499
2.1310,-0.2536,0.4885,-0.4299,0.698
2.1420,-1.1545,0.7312,-0.8169,1.592
2.1480,-1.2274,0.8134,-1.2201,1.912
2.1580,-1.0560,1.0900,-0.9765,1.805
2.1640,-1.0915,1.0307,-0.9280,1.765
2.1720,-0.5752,0.8473,-0.5222,1.150
2.1810,-0.4501,0.7664,0.0903,0.893
2.1890,0.1981,0.5804,0.3525,0.707
2.1980,0.0909,0.5671,0.2847,0.641
2.2060,-0.6128,0.6110,0.0644,0.868
2.2140,-0.7742,0.6412,-0.2929,1.047
2.2230,-0.8355,0.4716,-0.1299,0.968
2.2310,-0.6149,0.3635,-0.1785,0.736
2.2400,-0.2127,0.1456,-0.0318,0.260
2.2480,-0.6277,-0.0037,-0.6911,0.934
2.2610,-1.0765,-0.2024,0.0569,1.097
2.2650,-0.6159,-0.9184,1.3830,1.771
2.2730,-0.6396,-1.0348,1.5236,1.950
2.2830,0.2557,-1.4250,3.2749,3.581
2.2910,0.7953,-1.7041,3.3744,3.863
2.2990,0.4478,-1.3650,2.8682,3.208
2.3070,0.1474,-1.2399,2.7462,3.017
2.3150,0.0107,-1.1434,2.9378,3.152
2.3240,0.0982,-0.7771,2.1807,2.317
2.3320,0.0215,-0.8668,2.3548,2.509
2.3400,-0.5194,-0.1014,-0.4427,0.690
2.3480,-1.3570,0.3493,-1.8206,2.297
2.3570,-1.7868,0.1660,-0.8294,1.977
2.3670,-1.0259,-0.7969,1.8932,2.296
2.3730,0.5287,-1.3445,3.0339,3.360
2.3830,0.4818,-0.7292,1.9009,2.092
2.3910,0.4702,-0.7657,1.9714,2.167
2.4020,0.2690,-0.2884,0.0042,0.394
2.4070,0.9340,0.6810,0.5908,1.298
2.4160,0.3341,1.0921,0.0489,1.143
2.4250,-0.1896,1.4333,-0.4264,1.507
2.4330,-1.0426,1.5645,-0.8341,2.057
2.4430,-1.5922,0.7418,0.7799,1.922
2.4490,-1.6168,0.7250,0.8310,1.957
2.4590,-1.3730,-0.9785,2.7202,3.200
2.4660,-0.8636,-1.5519,3.9709,4.350
2.4760,-0.3682,-1.5488,3.1674,3.545
2.4830,0.1605,-0.7477,2.0693,2.206
2.4920,0.0492,-0.2942,0.8144,0.867
2.5000,0.0195,-0.3160,0.8923,0.947
2.5080,-0.2042,0.2664,0.8075,0.875
2.5160,-0.3048,0.6279,0.7369,1.015
2.5250,-0.8380,0.8815,0.4673,1.303
2.5340,-1.2461,0.8640,1.2217,1.947
2.5440,-0.9207,0.3580,2.2597,2.466
2.5500,-0.7986,-0.0546,2.6132,2.733
2.5590,-0.8162,-0.0508,2.6162,2.741
2.5660,-0.4297,-0.1826,1.6354,1.701
2.5750,-0.9524,-0.2485,0.0525,0.986
2.5830,-0.2508,0.3873,-0.1375,0.482
2.5930,0.2228,0.5536,-0.8077,1.004
2.6030,0.4436,0.5475,-1.1172,1.321
2.6080,0.4030,0.5120,-1.1130,1.290
2.6190,0.4084,0.5084,-1.1105,1.288
2.6250,0.4977,0.2249,-0.7797,0.952
2.6350,0.4974,-0.0844,-0.4143,0.653
2.6420,0.4117,-0.4428,-0.0070,0.605
2.6510,0.8350,-0.7165,-0.2005,1.118
2.6590,1.0287,-0.6185,-1.1587,1.668
2.6680,1.0131,-0.5815,-1.2329,1.698
2.6760,0.8030,-0.2689,-2.2103,2.367
2.6860,0.5512,-0.4575,-2.3000,2.409
2.6940,0.4920,-0.9086,-1.3708,1.717
2.7020,0.6474,-1.2749,-0.7053,1.594
2.7090,0.6280,-1.1949,-0.4785,1.432
2.7370,1.0023,-1.0067,-0.3885,1.473
2.7380,0.9862,-0.9710,-0.4442,1.454
2.7390,0.4420,-0.2691,-0.7749,0.932
2.7450,0.1329,0.6551,-1.6692,1.798
2.7510,0.1384,1.3352,-1.9804,2.392
2.7630,-0.1259,1.7533,-1.5382,2.336
2.7680,0.3366,1.6767,-0.1106,1.714
2.7770,0.8165,0.7862,1.7113,2.053
2.7850,0.8037,0.7436,1.8030,2.109
2.7940,0.7687,0.1683,2.5595,2.678
2.8020,0.1853,0.3151,1.8106,1.847
2.8130,-0.3901,0.6055,1.1831,1.385
2.8180,-1.8174,0.5834,0.9602,2.137
2.8270,-2.9594,-0.1107,1.9290,3.534
2.8350,-3.0729,-0.9375,3.2639,4.580
2.8500,-3.0485,-0.9725,3.3595,4.639
2.8520,-2.5593,-0.9460,3.5815,4.503
2.8610,-1.3028,-0.1775,2.8200,3.111
2.8690,-0.4215,0.7540,1.7470,1.949
2.8780,0.0137,1.1144,1.3661,1.763
2.8860,0.0272,0.5890,1.4850,1.598
2.8950,-0.0250,0.5869,1.5608,1.668
2.9050,-0.5850,-0.2453,1.5129,1.640
2.9110,-1.2708,-0.9483,0.8869,1.817
2.9230,-1.8664,-1.4800,0.4580,2.426
2.9280,-1.8682,-1.9485,0.0758,2.700
2.9390,-1.4373,-1.9964,-0.7335,2.567
2.9450,-0.4804,-1.5845,-1.0136,1.941
2.9540,-0.5044,-1.5761,-0.9828,1.925
